,Lemma,TF-IDF
368,ずっと,1.2591450188862888e-05
369,側,6.556407763316484e-06
370,必ず,1.1575019018398323e-05
371,迎える,0
372,赤い,3.424643507066637e-05
373,者,8.976980437260746e-06
374,書類,0
375,提出,0
376,午前,0
377,間,2.7621478268494604e-06
378,音,0
379,反応,2.4795362480424734e-05
380,石,0
381,何処,8.286443480548381e-06
382,然し,8.56335768848986e-06
383,敵国,0
384,戦争,9.463793267568748e-05
385,消える,8.1277183050149e-06
386,血族,0
387,見落とす,0
388,見付ける,8.449653989165919e-06
389,国王,0
390,首飾り,0
391,べし,2.5690073065469578e-05
392,瞳,0
393,彼れ,0.0
394,父,2.835332144963214e-05
395,立つ,1.62554366100298e-05
396,鼠,0
397,駄目,4.169952940156817e-06
398,アヤ,0
399,たん,0
400,盾突く,0
401,何故,4.0234923439274186e-05
402,狙う,1.9491881010472245e-05
403,拾う,0
404,吐く,1.6750045637500114e-05
405,貰う,0.0
406,私物,0
407,刃向かう,0
408,余計,0
409,作戦,7.116579896075929e-05
410,ばれる,5.888681709148155e-05
411,ミカ,0
412,もう,0.0
413,果たす,0
414,止す,3.297093109136269e-05
415,巻き添え,0
416,たい,0.0
417,ー,3.6681848403556504e-05
418,生きる,4.6300076073593294e-05
419,奴,0.0
420,先,1.6788600251817183e-05
421,掻っ払う,0
422,逃げる,1.971585930805381e-05
423,生き延びる,0
424,他,5.559937253542422e-06
425,考える,2.098575031477148e-05
426,頼む,3.544165181204017e-05
427,逃亡,0
428,候補,0
429,連れ戻す,9.005841562038222e-05
430,大丈夫,0.0
431,其処,9.667517393973113e-06
432,二人,5.524295653698921e-06
433,止まる,7.336369680711302e-06
434,下がる,1.6750045637500114e-05
435,人質,0
436,罪人,0
437,訳,0.0
438,一人,6.905369567123651e-06
439,当たり前,1.3134945111769834e-05
440,へえ,6.949921566928028e-06
441,咄嗟,0
442,妨害,0
443,壁,0
444,張る,1.6750045637500114e-05
445,致命,0
446,避ける,0
447,愛する,0.00024886873917709216
448,故,0
449,別れ,0
450,選ぶ,2.5146827149546362e-05
451,突風,0
452,身,5.025013691250035e-05
453,任せる,2.1408394221224647e-05
454,未来,0
455,包む,0
456,眩い,0
457,光,0
458,暗黒,0
459,闇,0
460,花,0
461,溝,0
462,教える,8.394300125908592e-06
463,一,0.0
464,シュン,0
465,社,0
466,御覧,0.00012202631454828745
467,提供,6.458120241321963e-05
468,送る,0
469,やら,0.000134211275596503
470,訳有り,0
471,みたい,0.0
472,手助け,0
473,無くなる,0
474,宜しい,9.51742549678166e-05
475,勿論,2.0117461719637093e-05
476,真実,0.00015212391283313235
477,つ,0.0
478,人間,1.2591450188862888e-05
479,数,4.872970252618061e-05
480,存在,1.0573535481970094e-05
481,番組,0
482,令,0
483,的,7.595906523836017e-06
484,伴随,0
485,着,0
486,痛苦,0
487,薄れ行く,0
488,意識,0
489,中,0.0
490,故郷,0
491,雪,0.0003549557966106422
492,残酷,0
493,ほど,4.1432217402741906e-06
494,走る,0
495,崖崩れ,0
496,偉い,1.4016369703692015e-05
497,好き,4.8337586969865565e-06
498,し,0.0
499,降る,0
500,やがる,1.7720825906020084e-05
501,直ちに,0.00016035083419024902
502,兵,0
503,差し向ける,0
504,直,0
505,見付かる,2.2827923797414315e-05
506,子,1.806979607401287e-05
507,失う,1.582341763667075e-05
508,惜しい,7.652712557863996e-05
509,同感,9.781539977263035e-05
510,不味い,1.4912363955167e-05
511,逃げ込む,0
512,直ぐ,1.971585930805381e-05
513,部隊,0
514,送り込む,0
515,七,0
516,区,0
517,領域,0
518,呼ぶ,5.559937253542422e-06
519,庇護,0
520,求める,0
521,えー,0.0
522,犯罪,0
523,表立つ,0
524,とる,2.0117461719637093e-05
525,大声,0
526,目覚まし,0
527,気分,2.9824727910334e-05
528,たー,0
529,こんな,2.6409701954326507e-05
530,生命,0
531,溢れる,6.024237394002273e-05
532,自殺,0
533,志願,0
534,放し,4.570074413762251e-05
535,小さな,6.101315727414373e-05
536,苛める,0
537,楽しい,1.966922328994945e-05
538,誤解,0.00014696096319394432
539,教会,0
540,如何に,0
541,まー,2.9237821515708367e-05
542,聖職,0
543,てく,0.0
544,目付き,0
545,悪い,3.147862547215722e-05
546,運ぶ,0
547,あんな,3.3798615956663676e-05
548,背中,0
549,烙印,0
550,名前,1.1266205318887892e-05
551,構う,1.966922328994945e-05
552,場所,8.56335768848986e-06
553,侭,6.905369567123651e-06
554,生き埋め,0
555,少し,5.524295653698921e-06
556,無事,1.4016369703692015e-05
557,鍵,0
558,逃げ出す,0
559,自由,0.00011213095762953612
560,心,1.2845036532734789e-05
561,元,2.5146827149546362e-05
562,使命,0
563,日,6.295725094431444e-06
564,怪我,2.1147070963940188e-05
565,手当て,0
566,確り,2.1147070963940188e-05
567,痛い,0
568,リーベル,0
569,宜しく,0
570,天,6.024237394002273e-05
571,より,0.0
572,迷う,0
573,り,0
574,子羊,0
575,ちょっちょっ,0
576,召し上がる,0
577,体力,0
578,取り戻す,3.297093109136269e-05
579,食事,3.172475165593887e-05
580,薬,0.00010665803107589662
581,癒す,8.327376997023014e-05
582,着替える,3.826356278931998e-05
583,置く,4.8337586969865565e-06
584,あら,5.7069809493535786e-05
585,信ずる,6.945011411038994e-05
586,迷い,0
587,苦しむ,0
588,舞い下りる,0
589,運命,0
590,引かす,0
591,御陰,1.7720825906020084e-05
592,痛み,0
593,感じ,1.966922328994945e-05
594,大勢,5.070797094437745e-05
595,久しい,4.6300076073593294e-05
596,振り,1.8887175283294333e-05
597,元気,4.0638591525074494e-05
598,話,1.0358054350685476e-05
599,だらけ,0
600,王国,0
601,司教,0
602,どうぞ,5.8690957445690414e-05
603,へ,0.0
604,有り難う,6.905369567123651e-06
605,御座る,6.905369567123651e-06
606,国,0.00011191332233256907
607,唯一,6.849287014133273e-05
608,呪い,0.00016867573866410739
609,解く,0
610,らしい,1.1048591307397842e-05
611,御伽話,0
612,実在,0
613,死神,0
614,封印,0
615,千,0
616,年,0.0
617,経つ,2.803273940738403e-05
618,三,5.3078369140146045e-05
619,願い,1.9628939030493848e-05
620,引き換え,6.024237394002273e-05
621,魂,4.4129433595924096e-05
622,使い,0
623,契約,0.0002249009848854765
624,胸,2.9315180831414058e-05
625,証し,0
626,現われる,0
627,付ける,3.4526847835618255e-06
628,返る,0.0
629,守り神,0
630,具,6.800804432224535e-05
631,度,0.0
632,世話,2.9237821515708367e-05
633,焼かす,0
634,じゃ,1.3120202177534937e-05
635,丈,6.688820666402167e-05
636,夫,0
637,可愛い,1.2591450188862888e-05
638,作品,0.0006059200949474568
639,愛,0
640,結晶,0
641,百,0
642,戦記,0
643,探す,1.2845036532734789e-05
644,危ない,0
645,済む,0.0
646,職業,0
647,柄,8.656001356392239e-05
648,問題,1.971585930805381e-05
649,部屋,0.00011213095762953612
650,隠す,1.2267623919963616e-05
651,限界,0
652,木,6.800804432224535e-05
653,森,0
654,呉々,0
655,人形,0
656,宅,0
657,内密,0
658,つく,8.449653989165919e-06
659,調べる,7.911708818335375e-05
660,十,0
661,世界,2.5348961967497757e-05
662,対等,0
663,強大,0
664,加護,0
665,受ける,2.5146827149546362e-05
666,二,8.339905880313634e-06
667,平和,0.00011639321188884349
668,協定,0
669,結ぶ,0
670,長い,0
671,支え合う,0
672,破る,0
673,対立,0
674,滅亡,0
675,歴史,7.110535405059775e-05
676,書,3.0506578637071864e-05
677,書く,2.43831549150447e-05
678,目,0.0
679,驚く,1.4912363955167e-05
680,中々,7.911708818335375e-05
681,大きい,4.28167884424493e-06
682,守り,0.00010497077957554924
683,主,0
684,言い伝え,0
685,因る,1.417666072481607e-05
686,嘗て,9.140148827524503e-05
687,天界,0
688,大罪,0
689,犯す,0
690,地上,6.236838831303235e-05
691,人々,3.9671600864084765e-05
692,悪しい,0
693,恐怖,0
694,陥れる,0
695,出来事,0
696,嘆く,0
697,戒める,0
698,使わす,0
699,地,1.865222038876151e-05
700,忌まわしい,0
701,像,0.0001068708033211541
702,六,0
703,台,0
704,何者,0.00023301430990934268
705,属する,0
706,区域,0
707,懐かしい,0
708,珍しい,2.803273940738403e-05
709,渡す,4.747025291001225e-05
710,別名,0
711,善,8.327376997023014e-05
712,起こる,2.589047887881585e-05
713,口,1.4082756648609865e-05
714,利く,0
715,確か,9.72989019369924e-06
716,選択,0
717,肢,0
718,新た,4.111719101381163e-05
719,日常,0
720,蘇る,0
721,数多,0
722,不安,2.0623580111814135e-05
723,抱える,0
724,軈て,0
725,辿り着く,0
726,我が,0
727,孩子,0
728,光芒,0
729,与,0
730,くそ,1.966922328994945e-05
731,がき,0
732,えっ,0.0
733,んー,0.0
734,夕食,8.656001356392239e-05
735,時間,3.4526847835618255e-06
736,知らせ,0
737,折角,7.401474837379067e-05
738,用意,6.3293670546683e-05
739,せめて,0
740,栄養,0
741,剤,0
742,休み,3.297093109136269e-05
743,医務,0
744,室,9.918144992169893e-05
745,おー,4.747025291001225e-05
746,付け,0
747,心配,7.088330362408035e-06
748,先程,0
749,中庭,0
750,閉門,0
751,待つ,0.0
752,放す,0
753,てまえ,2.1147070963940188e-05
754,全く,2.5182900377725777e-05
755,腹,0.00014436506078269895
756,逃す,0
757,食いはぐれ,0
758,倒れる,0
759,面倒,1.966922328994945e-05
760,緊張,2.9315180831414058e-05
761,解れる,0
762,意味,2.098575031477148e-06
763,間に合う,2.803273940738403e-05
764,仕える,0
765,質素,0
766,一杯,7.336369680711302e-06
767,食べる,2.997175190971451e-05
768,今晩は,0
769,馳走,2.9315180831414058e-05
770,貴重,4.731896633784374e-05
771,食材,0
772,頂く,2.3150038036796647e-05
773,肉,0
774,有り難い,4.959072496084947e-05
775,大好き,5.401635316122403e-05
776,要る,2.5146827149546362e-05
777,食い付き,0
778,旨い,1.5289827447241664e-05
779,主に,0
780,穀物,0
781,野菜,0
782,魚,3.297093109136269e-05
783,など,1.1266205318887892e-05
784,食用,0
785,特産,0
786,品,0.00015868543675190582
787,食う,5.245126210653187e-05
788,普通,1.5088096289727819e-05
789,御飯,0
790,強化,0
791,摂取,0
792,先ず,1.2591450188862888e-05
793,小,1.7692789713382015e-05
794,センダ,0
795,自然,0
796,食,0
797,焦る,0
798,変わる,1.0358054350685476e-05
799,歓迎,0
800,美味しい,3.680287175989085e-05
801,あっ,0.0
802,風,0
803,全員,9.745940505236122e-06
804,囲む,0
805,今頃,0
806,所在,0.00013137129788658435
807,掴む,0
808,はる,1.1575019018398323e-05
809,墜落,0
810,発見,6.594186218272539e-05
811,只今,6.700018255000045e-05
812,追跡,0
813,説明,2.1147070963940188e-05
814,一寸,0.0
815,里帰り,0
816,文,0.00024052625128537353
817,旧,0
818,恋しい,0
819,戻る,1.250985882047045e-05
820,真面目,6.800804432224535e-05
821,遣る気,0
822,特に,0
823,左,0
824,勝手,1.7720825906020084e-05
825,責任,2.2827923797414315e-05
826,申し訳,1.865222038876151e-05
827,少年,4.570074413762251e-05
828,引き取る,6.024237394002273e-05
829,安住,0
830,何れ,5.208758558279246e-05
831,召す,0
832,幾ら,6.822158353665286e-05
833,収穫,0
834,祭,0
835,片付ける,0
836,共,5.559937253542422e-06
837,就寝,0
838,勤め,0
839,辛い,0
840,下ろし立て,0
841,靴,0
842,鳩,0
843,扮する,0
844,跪く,0
845,奇麗,0
846,舌,8.327376997023014e-05
847,嘗める,1.865222038876151e-05
848,教わる,0.0001323883007877723
849,ちまう,0.00010720534555759735
850,矢張り,6.905369567123651e-06
851,落ち着く,2.1408394221224647e-05
852,場合,8.930791038381151e-06
853,悲しい,0
854,月,1.0573535481970094e-05
855,凍て付く,0
856,夜更け,0
857,座る,2.7008176580612016e-05
858,おっ,5.606547881476806e-05
859,家内,0
860,墓地,0
861,埋葬,0
862,二人暮らし,0
863,家,8.339905880313634e-06
864,わし,0
865,爺,1.9628939030493848e-05
866,巡り会う,0
867,事情,0
868,とぎれとぎれ,0
869,しか,6.214832610411286e-06
870,友達,1.1575019018398323e-05
871,叶う,0
872,思い,1.2267623919963616e-05
873,抱く,5.070797094437745e-05
874,叶える,0
875,うん,8.976980437260746e-06
876,真,0.00011725031946250081
877,夜中,0
878,そろそろ,1.0632495543612052e-05
879,終わり,0
880,何方,3.5441651812040173e-06
881,かしら,0.00013494386311959977
882,ひょっと,0
883,自身,1.865222038876151e-05
884,迷惑,4.747025291001225e-05
885,縁,9.140148827524503e-05
886,救い,0
887,裏切る,0.00010665803107589662
888,欲しい,3.357720050363437e-05
889,外,5.029365429909273e-06
890,邪魔,1.0058730859818547e-05
891,多く,0
892,能力,0
893,駆使,0
894,茶,9.067739242966046e-05
895,与える,0
896,源,0
897,様々,0
898,形,2.2009109042133906e-05
899,変換,0
900,類,7.724462669669238e-05
901,稀,0
902,感情,0
903,絡み合う,0
904,掌,0
905,発動,0
906,憤り,0
907,遊び,4.731896633784374e-05
908,値,4.111719101381163e-05
909,遊ぶ,4.204910911107605e-05
910,勝つ,0.00019628198271941786
911,可哀想,2.3721932986919762e-05
912,過ぎ,1.5088096289727819e-05
913,痛め付ける,0
914,認める,3.940483533530951e-05
915,妹,0
916,読む,7.336369680711302e-06
917,感動,3.826356278931998e-05
918,優秀,0.00011479068836795994
919,人材,0
920,権,4.898698773131477e-05
921,よし,7.008184851846008e-05
922,にゃん,0
923,固陋,0
924,ヒサシ,0
925,景色,4.4129433595924096e-05
926,有,0
927,温柔,0
928,ユキカ,0
929,遠い,0
930,懐,0.000408616912983309
931,しき,0
932,香り,0
933,枝,0.00048105250257074705
934,自己,0
935,道路,0
936,紡ぐ,0
937,道,2.6792373115143457e-05
938,在,0
939,偏,0
940,狂う,0
941,眼前,0
942,一切,0
943,都,7.724462669669238e-05
944,看,0
945,見える,1.5289827447241664e-05
946,灯火,0
947,コシ,0
948,是,0
949,想,0
950,得,0
951,イタル,0
952,易,0
953,失,0
954,願う,1.250985882047045e-05
955,将,0
956,黒,0
957,暗,0
958,深い,5.9649455820668e-05
959,切り裂く,0
960,奏,0
961,歌,3.5552677025298875e-05
962,温暖,0
963,涙,3.5552677025298875e-05
964,流下,0
965,奏でる,0
966,賛美,0
967,温かい,3.826356278931998e-05
968,零れ落ちる,0
969,限り,7.851575612197539e-05
970,向き,0
971,仰望,0
972,天空,0
973,仁,0
974,空,0.0001186096649345988
975,仰ぐ,0
976,歩く,0
977,憎い,0
978,友,0
979,切ない,0
980,揺れる,0
981,隙間,0
982,そっと,0
983,忍び込む,0
984,孤高,0.00016170606522913762
985,王子,0.0001068708033211541
986,安らぐ,0
987,訪れる,0
988,只,3.544165181204017e-05
989,一味,0.00018011683124076445
990,祈祷,0
991,尽くし,0
992,答え,0
993,決まる,1.8887175283294333e-05
994,血,0
995,分ける,0.0001233515730414349
996,得体,0
997,賢い,0
998,怖い,2.816551329721973e-06
999,余り,1.2845036532734789e-05
1000,大事,2.5690073065469578e-05
1001,思い出,0
1002,ほら,4.8337586969865565e-06
1003,近寄る,8.017541709512451e-05
1004,会う,4.169952940156817e-06
1005,質,0
1006,届ける,0
1007,夜更かし,0
1008,懺悔,0
1009,迚も,5.68940281351043e-05
1010,主教,0
1011,殿,0
1012,ふん,0.00011413961898707157
1013,笑う,1.7362528527597485e-05
1014,価値,0.0003320205759528278
1015,連れる,1.6899307978331838e-05
1016,喜ぶ,1.62554366100298e-05
1017,釜,0
1018,貴様,0
1019,無駄,0
1020,攻撃,0
1021,傷付ける,0
1022,老体,0
1023,心苦しい,0
1024,霊,0
1025,返す,4.4653955191905756e-05
1026,目茶,0
1027,逃がす,3.0506578637071864e-05
1028,ごと,5.6225246221369124e-05
1029,忘れる,0.0
1030,小僧,8.017541709512451e-05
1031,老人,0
1032,奪う,1.7692789713382015e-05
1033,引き摺る,0
1034,込む,0
1035,使い魔,0
1036,む,1.0632495543612052e-05
1037,反抗,0
1038,嫌,5.559937253542422e-06
1039,眠る,2.8149406480754713e-05
1040,風邪,0
1041,軽々,0
1042,背負う,9.797397546262954e-05
1043,得る,1.0632495543612052e-05
1044,暴れる,0.00016446876405524653
1045,ざわめく,0
1046,解決,4.570074413762251e-05
1047,はあ,9.173896468344997e-05
1048,胸元,0
1049,印,0
1050,精神,4.260239126251689e-05
1051,安定,0
1052,櫓,0
1053,蝋,0
1054,仕様,9.745940505236122e-05
1055,取れる,1.4912363955167e-05
1056,休める,0
1057,頼る,0
1058,真似,4.204910911107605e-05
1059,体,6.295725094431444e-06
1060,件,2.9315180831414058e-05
1061,次,5.559937253542422e-06
1062,準備,1.3112815526632967e-05
1063,整う,0
1064,苦労,0.00014154231770705612
1065,カツラギ,0
1066,少佐,0
1067,手際,0
1068,褒める,2.589047887881585e-05
1069,光栄,0
1070,鼻持ち,0
1071,若僧,0
1072,どん底,0
1073,落ちる,2.9345478722845207e-05
1074,貴族,0
1075,末裔,0
1076,皇族,0
1077,捨てる,2.803273940738403e-05
1078,覚える,1.1266205318887892e-05
1079,脱走,0
1080,捕まえる,0.00012689900662375548
1081,教え子,0
1082,ばかり,4.169952940156817e-06
1083,眩しい,0
1084,明るい,4.570074413762251e-05
1085,穏やか,0
1086,御早う,2.803273940738403e-05
1087,作る,7.041378324304932e-05
1088,たら,0
1089,洗濯,0
1090,洗う,7.110535405059775e-05
1091,おっと,1.6750045637500114e-05
1092,小さい,1.3134945111769834e-05
1093,なんだ,8.794554249424217e-05
1094,取り敢えず,4.2294141927880376e-05
1095,進める,0
1096,へへへ,4.4129433595924096e-05
1097,大人,4.3273627375856416e-05
1098,八百屋,8.017541709512451e-05
1099,余程,3.297093109136269e-05
1100,見知り,0.00010215422824582725
1101,慣れる,0
1102,ちゃんと,2.7621478268494604e-06
1103,昨日,1.2845036532734789e-05
1104,こう,0.0
1105,問う,0
1106,許す,1.62554366100298e-05
1107,人生,4.747025291001225e-05
1108,答える,1.0573535481970094e-05
1109,そして,0.0
1110,約束,5.606547881476806e-05
1111,再び,0
1112,身元,0
1113,生まれる,1.0573535481970094e-05
1114,楽しみ,1.4912363955167e-05
1115,喜び,0
1116,満たす,0
1117,飢餓,0
1118,状態,3.538557942676403e-05
1119,溺れる,0
1120,永遠,0
1121,長身,0
1122,媒体,0
1123,増やす,0
1124,帰り,0
1125,役目,0
1126,但し,6.344950331187774e-05
1127,夕べ,0
1128,最初,2.3150038036796647e-05
1129,難い,2.3721932986919762e-05
1130,けれど,0.0
1131,仲良く,0
1132,使用,0
1133,泥,0
1134,塗る,0
1135,同士,5.888681709148155e-05
1136,謝る,4.4737091865501e-05
1137,殴る,0
1138,汚す,6.688820666402167e-05
1139,客,0.00011821450600592851
1140,兄,3.940483533530951e-05
1141,象,0
1142,ぁ,0
1143,売る,0.0002380049505672103
1144,望む,1.4912363955167e-05
1145,真っ直ぐ,0
1146,気持ち,1.4082756648609865e-05
1147,残念,1.4672739361422603e-05
1148,離れる,9.745940505236122e-06
1149,切,0
1150,果たして,0
1151,安寧,0
1152,若い,0.00014154231770705612
1153,ぼー,0
1154,暇,2.4535247839927232e-05
1155,行成,0
1156,色々,2.3150038036796647e-05
1157,大切,1.3134945111769834e-05
1158,酷い,2.9237821515708367e-05
